6.042999999999999545e+02,3.340500000000000000e+05
6.042666666666666515e+02,6.650400000000000000e+05
6.042333333333333485e+02,8.976000000000000000e+04
6.042000000000000455e+02,5.304000000000000000e+04
6.041666666666666288e+02,5.125500000000000000e+04
6.041333333333333258e+02,4.998000000000000000e+04
6.041000000000000227e+02,5.023500000000000000e+04
6.040666666666667197e+02,4.921500000000000000e+04
6.040333333333333030e+02,3.646500000000000000e+04
6.040000000000000000e+02,3.213000000000000000e+04
6.039666666666666970e+02,3.085500000000000000e+04
6.039333333333332803e+02,3.289500000000000000e+04
6.038999999999999773e+02,3.391500000000000000e+04
6.038666666666666742e+02,3.085500000000000000e+04
6.038333333333333712e+02,2.983500000000000000e+04
6.037999999999999545e+02,3.009000000000000000e+04
6.037666666666666515e+02,2.907000000000000000e+04
6.037333333333333485e+02,2.932500000000000000e+04
6.037000000000000455e+02,3.060000000000000000e+04
6.036666666666666288e+02,3.034500000000000000e+04
6.036333333333333258e+02,2.907000000000000000e+04
6.036000000000000227e+02,3.009000000000000000e+04
6.035666666666667197e+02,3.366000000000000000e+04
6.035333333333333030e+02,2.983500000000000000e+04
6.035000000000000000e+02,2.983500000000000000e+04
6.034666666666666970e+02,3.009000000000000000e+04
6.034333333333332803e+02,3.391500000000000000e+04
6.033999999999999773e+02,2.881500000000000000e+04
6.033666666666666742e+02,2.907000000000000000e+04
6.033333333333333712e+02,3.493500000000000000e+04
6.032999999999999545e+02,3.468000000000000000e+04
6.032666666666666515e+02,3.034500000000000000e+04
6.032333333333333485e+02,3.009000000000000000e+04
6.032000000000000455e+02,3.748500000000000000e+04
6.031666666666666288e+02,2.983500000000000000e+04
6.031333333333333258e+02,3.060000000000000000e+04
6.031000000000000227e+02,3.009000000000000000e+04
6.030666666666667197e+02,3.570000000000000000e+04
6.030333333333333030e+02,3.315000000000000000e+04
6.030000000000000000e+02,3.213000000000000000e+04
6.029666666666666970e+02,3.799500000000000000e+04
6.029333333333332803e+02,4.003500000000000000e+04
6.028999999999999773e+02,4.054500000000000000e+04
6.028666666666666742e+02,4.054500000000000000e+04
6.028333333333333712e+02,4.386000000000000000e+04
6.027999999999999545e+02,4.360500000000000000e+04
6.027666666666666515e+02,4.258500000000000000e+04
6.027333333333333485e+02,4.258500000000000000e+04
6.027000000000000455e+02,4.258500000000000000e+04
6.026666666666666288e+02,4.258500000000000000e+04
6.026333333333333258e+02,4.258500000000000000e+04
6.026000000000000227e+02,4.207500000000000000e+04
6.025666666666667197e+02,4.207500000000000000e+04
6.025333333333333030e+02,4.258500000000000000e+04
6.025000000000000000e+02,4.258500000000000000e+04
6.024666666666666970e+02,4.284000000000000000e+04
6.024333333333332803e+02,4.335000000000000000e+04
6.023999999999999773e+02,4.335000000000000000e+04
6.023666666666666742e+02,4.462500000000000000e+04
6.023333333333333712e+02,4.488000000000000000e+04
6.022999999999999545e+02,4.513500000000000000e+04
6.022666666666666515e+02,4.539000000000000000e+04
6.022333333333333485e+02,4.564500000000000000e+04
6.022000000000000455e+02,4.462500000000000000e+04
6.021666666666666288e+02,4.513500000000000000e+04
6.021333333333333258e+02,4.539000000000000000e+04
6.021000000000000227e+02,4.641000000000000000e+04
6.020666666666667197e+02,4.743000000000000000e+04
6.020333333333333030e+02,4.896000000000000000e+04
6.020000000000000000e+02,4.717500000000000000e+04
6.019666666666666970e+02,3.595500000000000000e+04
6.019333333333332803e+02,3.850500000000000000e+04
6.018999999999999773e+02,3.876000000000000000e+04
6.018666666666666742e+02,3.799500000000000000e+04
6.018333333333333712e+02,3.825000000000000000e+04
6.017999999999999545e+02,3.927000000000000000e+04
6.017666666666666515e+02,3.901500000000000000e+04
6.017333333333333485e+02,4.921500000000000000e+04
6.017000000000000455e+02,4.947000000000000000e+04
6.016666666666666288e+02,3.978000000000000000e+04
6.016333333333333258e+02,3.952500000000000000e+04
6.016000000000000227e+02,3.952500000000000000e+04
6.015666666666667197e+02,3.952500000000000000e+04
6.015333333333333030e+02,4.003500000000000000e+04
6.015000000000000000e+02,4.054500000000000000e+04
6.014666666666666970e+02,4.182000000000000000e+04
6.014333333333332803e+02,4.743000000000000000e+04
6.013999999999999773e+02,4.182000000000000000e+04
6.013666666666666742e+02,4.207500000000000000e+04
6.013333333333333712e+02,4.258500000000000000e+04
6.012999999999999545e+02,4.258500000000000000e+04
6.012666666666666515e+02,4.335000000000000000e+04
6.012333333333333485e+02,4.335000000000000000e+04
6.012000000000000455e+02,4.411500000000000000e+04
6.011666666666666288e+02,4.386000000000000000e+04
6.011333333333333258e+02,4.539000000000000000e+04
6.011000000000000227e+02,4.794000000000000000e+04
6.010666666666667197e+02,4.666500000000000000e+04
6.010333333333333030e+02,4.794000000000000000e+04
6.010000000000000000e+02,4.998000000000000000e+04
6.009666666666666970e+02,7.191000000000000000e+04
6.009333333333332803e+02,7.216500000000000000e+04
6.008999999999999773e+02,7.216500000000000000e+04
6.008666666666666742e+02,7.242000000000000000e+04
6.008333333333333712e+02,7.216500000000000000e+04
6.007999999999999545e+02,7.242000000000000000e+04
6.007666666666666515e+02,7.165500000000000000e+04
6.007333333333333485e+02,7.089000000000000000e+04
6.007000000000000455e+02,7.140000000000000000e+04
6.006666666666666288e+02,7.114500000000000000e+04
6.006333333333333258e+02,7.191000000000000000e+04
6.006000000000000227e+02,7.165500000000000000e+04
6.005666666666667197e+02,7.191000000000000000e+04
6.005333333333333030e+02,7.318500000000000000e+04
6.005000000000000000e+02,7.318500000000000000e+04
6.004666666666666970e+02,7.395000000000000000e+04
6.004333333333332803e+02,7.420500000000000000e+04
6.003999999999999773e+02,7.471500000000000000e+04
6.003666666666666742e+02,7.420500000000000000e+04
6.003333333333333712e+02,7.420500000000000000e+04
